,path_id,initial_state,final_state,h_actions,h_path,h_cost,h_distance,h_time,end_message
0,1,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2183.59990998254, -664.2863278647993, 1, 0, 0, 0, 0, 0, 0)","[array([-0.01745,  0.     ])
 array([[0.01126172, 0.13302287]], dtype=float32)]",[[ 1.51006311 -4.13769346  0.04184333 -0.13066902 -0.07222236 -0.24103227]],0.0,2282.407696329439,1.2688543796539307,Error
1,2,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2044.2081375871876, 16.002588522432383, 1, 0, 0, 0, 0, 0, 0)","[array([-0.06981   ,  0.12684497])
 array([[-0.04235577,  0.15078247]], dtype=float32)
 array([[-0.05706218,  0.14923652]], dtype=float32)
 array([[-0.00385176, -0.00401743]], dtype=float32)]","[[ 1.29860541  0.63072757  0.04184333 -0.13066902 -0.07222236 -0.24103227]
 [ 0.15099606  0.55496485 -0.44250267 -1.22671086 -0.21338175  0.70080981]
 [-0.83955942  0.54044666 -1.38522076 -0.59331736  0.12078742 -1.67180674]]",6471.880235539046,634.7490974322316,1.8382558822631836,End
2,3,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2006.4311730426193, -152.1696010416172, 1, 0, 0, 0, 0, 0, 0)","[array([-0.08727,  0.     ])
 array([[-0.07399379,  0.00105283]], dtype=float32)
 array([[-0.05745095,  0.10445233]], dtype=float32)
 array([[-0.05292184,  0.11310591]], dtype=float32)
 array([[-0.00251447,  0.0005095 ]], dtype=float32)]","[[ 1.24129765 -0.54805954  0.04184333 -0.13066902 -0.07222236 -0.24103227]
 [ 0.46715047  0.1998673  -0.58468146 -1.43964988  0.1138067  -0.305271  ]
 [-0.49929285  0.4797313  -1.04971335 -1.06242715 -0.1854101  -0.98568072]
 [-1.51154026  0.61245327 -0.96233674 -2.11771713 -0.28792961  1.13157219]]",2613.351105937245,192.24253869828505,1.7279644012451172,End
3,4,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2020.5228830770452, -344.04994443246625, 1, 0, 0, 0, 0, 0, 0)","[array([-0.01745   ,  0.12684497])
 array([[-0.01991818,  0.00315078]], dtype=float32)
 array([[-0.05722175,  0.13212372]], dtype=float32)
 array([[-0.00247183, -0.00037146]], dtype=float32)]","[[ 1.26267481 -1.89302672  0.04184333 -0.13066902 -0.07222236 -0.24103227]
 [-0.14522372  0.14582345 -2.31281953 -0.79557934  0.43074481 -0.31646595]
 [-1.15375889  0.04325353 -0.76900716 -1.58549309 -1.52959296  0.78307805]]",2289.850480068046,432.9658441129752,1.2424900531768799,End
4,5,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2291.5815635831136, 118.14510667975344, 1, 0, 0, 0, 0, 0, 0)","[array([-0.03491   ,  0.15855621])
 array([[-0.03723837,  0.17372982]], dtype=float32)
 array([[-0.06613634,  0.14839819]], dtype=float32)
 array([[-0.07141858,  0.02705369]], dtype=float32)
 array([[-3.3874065e-05,  1.6517965e-03]], dtype=float32)]","[[ 1.67387157  1.34668592  0.04184333 -0.13066902 -0.07222236 -0.24103227]
 [ 0.40795181  1.0543485  -0.6396799  -2.07544835 -2.13161779  1.03818351]
 [-0.43016304  1.21457245 -1.38861819 -0.62289098  2.07789022 -1.17740463]
 [-1.2648068   1.8356281  -0.39061471 -1.19863671  0.27551418 -0.5402987 ]]",8206.003298791988,401.14897043236925,2.28547739982605,End
5,6,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2268.7553339765595, -198.85775115321374, 1, 0, 0, 0, 0, 0, 0)","[array([-0.10472,  0.     ])
 array([[-0.06978203,  0.00098862]], dtype=float32)
 array([[-0.07120794,  0.00085638]], dtype=float32)
 array([[-0.05884583,  0.13801317]], dtype=float32)
 array([[-0.00407298, -0.00184494]], dtype=float32)]","[[ 1.63924411 -0.87531573  0.04184333 -0.13066902 -0.07222236 -0.24103227]
 [ 0.84238544 -0.11027036 -0.68075393 -1.3964544   0.19583052 -0.3276274 ]
 [ 0.04267181  0.56658106 -0.52642021 -1.42522492  0.28811719 -0.23485854]
 [-0.94209468  0.64672897 -1.38027112 -0.35974876 -0.07369671 -1.55239988]]",2653.109544328212,567.4454197994498,1.255479097366333,End
6,7,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2041.6677895775872, -1.325823819294248, 1, 0, 0, 0, 0, 0, 0)","[array([-0.06981,  0.     ])
 array([[-0.04507374,  0.14139172]], dtype=float32)
 array([[-0.0547584 ,  0.12387938]], dtype=float32)
 array([[-0.00323906, -0.00197738]], dtype=float32)]","[[ 1.29475169  0.50926569  0.04184333 -0.13066902 -0.07222236 -0.24103227]
 [ 0.19657597  0.53593229 -0.60030524 -0.85059569  0.09661382 -0.70006203]
 [-0.80623806  0.66401163 -1.16227839 -2.1074691   0.05385082  1.26147929]]",4567.672469147922,657.0344500052984,1.6861674785614014,End
7,8,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2048.8044995165214, -376.08766225031184, 1, 0, 0, 0, 0, 0, 0)","[array([-0.08727,  0.     ])
 array([[-0.02011372,  0.00357828]], dtype=float32)
 array([[-0.06299691,  0.08848624]], dtype=float32)
 array([[-0.00255755, -0.00471372]], dtype=float32)]","[[ 1.3055781  -2.11759208  0.04184333 -0.13066902 -0.07222236 -0.24103227]
 [-0.09414366 -0.19635562 -1.9136959  -0.82114545  0.32347613 -0.22733709]
 [-1.00691376  0.01968837 -0.40054193 -1.06739962 -0.36551532 -0.6996737 ]]",771.8346407818685,529.2297978626683,1.6123466491699219,End
8,9,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2237.394749128388, -127.03880205995256, 1, 0, 0, 0, 0, 0, 0)","[array([-0.08727,  0.     ])
 array([[-0.07607846,  0.00117814]], dtype=float32)
 array([[-0.05069406,  0.12192483]], dtype=float32)
 array([[-0.06196958,  0.12212089]], dtype=float32)
 array([[-0.00257516,  0.00056551]], dtype=float32)]","[[ 1.59167002 -0.37190757  0.04184333 -0.13066902 -0.07222236 -0.24103227]
 [ 0.82882211  0.36832617 -0.54039433 -1.46290466  0.08727336 -0.2899645 ]
 [-0.20986672  0.51505752 -1.13476277 -0.75628711  0.3486789  -0.5980342 ]
 [-1.16627441  0.58538089 -0.78284636 -0.58432465 -0.44549138 -1.03384053]]",3598.50432216739,419.4809939285981,2.1426889896392822,End
9,10,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2137.8812328150416, -653.9287381828805, 1, 0, 0, 0, 0, 0, 0)","[array([-0.01745,  0.     ])
 array([[0.00959294, 0.12653627]], dtype=float32)]",[[ 1.44070775 -4.06509291  0.04184333 -0.13066902 -0.07222236 -0.24103227]],0.0,2235.6562705935403,1.3028814792633057,Error
10,11,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2267.2467158714785, -186.2983865678821, 1, 0, 0, 0, 0, 0, 0)","[array([-0.05236,  0.     ])
 array([[-0.07589304,  0.00096938]], dtype=float32)
 array([[-0.0706473 , -0.00011383]], dtype=float32)
 array([[-0.05815986,  0.14158468]], dtype=float32)
 array([[-0.00131703, -0.00272392]], dtype=float32)]","[[ 1.63695554 -0.78728204  0.04184333 -0.13066902 -0.07222236 -0.24103227]
 [ 0.87172985 -0.04593611 -0.53728771 -1.45817043  0.08624298 -0.29280949]
 [ 0.06328438  0.65612505 -0.58393172 -1.42244049  0.26988238 -0.25338332]
 [-0.92967101  0.69562147 -1.39295367 -1.32647245 -0.37943486 -0.92947809]]",2850.117846124932,575.8946161564626,1.4798920154571533,End
11,12,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(1953.5653508267078, -219.34018049591972, 1, 0, 0, 0, 0, 0, 0)","[array([-0.03491,  0.     ])
 array([[-0.0421772 ,  0.00082652]], dtype=float32)
 array([[-0.06550021,  0.06573711]], dtype=float32)
 array([[-0.00171657, -0.00440142]], dtype=float32)]","[[ 1.16110006 -1.01888538  0.04184333 -0.13066902 -0.07222236 -0.24103227]
 [ 0.14466634 -0.04447219 -0.92957035 -1.15248395  0.38548341 -0.14961192]
 [-0.73373641  0.41211522 -0.65764942 -1.88140884  0.08410131  0.78531161]]",387.24778119581623,704.6630221236181,0.8667843341827393,End
12,13,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2099.94026062817, -647.8130329345549, 1, 0, 0, 0, 0, 0, 0)","[array([-0.01745,  0.     ])
 array([[0.00808503, 0.12067501]], dtype=float32)]",[[ 1.38315119 -4.02222545  0.04184333 -0.13066902 -0.07222236 -0.24103227]],0.0,2197.59205127953,1.494842290878296,Error
13,14,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2186.573521911233, -416.3634282652902, 1, 0, 0, 0, 0, 0, 0)","[array([-0.08727   ,  0.15855621])
 array([[-0.02029571,  0.00397617]], dtype=float32)
 array([[-0.06051264,  0.00045447]], dtype=float32)
 array([[-0.00874195,  0.05065838]], dtype=float32)]","[[ 1.51457408 -2.39990126  0.04184333 -0.13066902 -0.07222236 -0.24103227]
 [ 0.1324299  -0.55993503 -1.743262   -0.86836466  0.58840388 -0.12616161]
 [-0.75346508  0.0667892  -0.56111172 -1.35478435  0.11826321 -0.13865332]]",120.05922762552012,694.4915192701322,1.0656147003173828,End
14,15,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2223.6242393341045, -298.1800452205484, 1, 0, 0, 0, 0, 0, 0)","[array([-0.03491,  0.     ])
 array([[-0.02016263,  0.00187547]], dtype=float32)
 array([[-0.06069877,  0.10420562]], dtype=float32)
 array([[-0.00113848, -0.00326872]], dtype=float32)]","[[ 1.57078012 -1.57150598  0.04184333 -0.13066902 -0.07222236 -0.24103227]
 [ 0.21243179  0.43202173 -2.61481355 -0.83782023  0.98551151 -0.28837752]
 [-0.74595951  0.52918305 -0.33843326 -0.80136821 -1.20520248 -0.86396159]]",1184.5290139003969,696.443616600296,0.8208510875701904,End
15,16,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2253.6159965711845, 108.2262418748029, 1, 0, 0, 0, 0, 0, 0)","[array([-0.06981   ,  0.15855621])
 array([[-0.03721374,  0.17205872]], dtype=float32)
 array([[-0.05639301,  0.14880079]], dtype=float32)
 array([[-0.05075866,  0.02801006]], dtype=float32)
 array([[-0.00023709,  0.00082604]], dtype=float32)]","[[ 1.6162777   1.27716057  0.04184333 -0.13066902 -0.07222236 -0.24103227]
 [ 0.35064456  1.00502215 -0.67724968 -0.69827884 -1.81062933  0.07566574]
 [-0.5903796   0.94870727 -0.30333985 -0.38152471  1.02821812 -0.89084359]
 [-1.55317998  1.74562542 -0.94527891 -1.34329892  0.12703026 -0.09595757]]",8092.15561647475,240.10253540144527,2.379465341567993,End
16,17,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2002.934157145519, -108.90481605541444, 1, 0, 0, 0, 0, 0, 0)","[array([-0.06981,  0.     ])
 array([[-0.07480249,  0.00116511]], dtype=float32)
 array([[-0.05530765,  0.13033897]], dtype=float32)
 array([[-0.05096595,  0.11177903]], dtype=float32)
 array([[-0.00156588,  0.00019269]], dtype=float32)]","[[ 1.23599267 -0.24479911  0.04184333 -0.13066902 -0.07222236 -0.24103227]
 [ 0.46667459  0.50002334 -0.57042399 -1.4496548   0.10363015 -0.29914543]
 [-0.53714856  0.59596955 -1.24432073 -0.21790767  0.07420311 -1.73835558]
 [-1.57241814  0.72558349 -1.063116   -0.32324952 -0.24158278 -1.43653713]]",3576.974198324957,154.49435423329254,2.091379165649414,End
17,18,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2069.566384968555, -150.4456623276706, 1, 0, 0, 0, 0, 0, 0)","[array([-0.06981,  0.     ])
 array([[-0.07451716,  0.00105262]], dtype=float32)
 array([[-0.0559734 ,  0.10637014]], dtype=float32)
 array([[-0.06620415,  0.12066589]], dtype=float32)
 array([[-0.00078329,  0.00088523]], dtype=float32)]","[[ 1.33707394 -0.53597575  0.04184333 -0.13066902 -0.07222236 -0.24103227]
 [ 0.56559486  0.20998769 -0.57211518 -1.4449728   0.10574681 -0.3018102 ]
 [-0.41400854  0.48011747 -1.08389579 -0.4551325   0.1503875  -1.35297066]
 [-1.32842805  0.56246653 -0.59041914 -1.88047544 -0.47565902  0.15523936]]",2965.103256534184,312.5446287564799,1.5762028694152832,End
18,19,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2199.958161062372, -647.5805752447245, 1, 0, 0, 0, 0, 0, 0)","[array([-0.01745,  0.     ])
 array([[0.01049826, 0.13005528]], dtype=float32)]",[[ 1.53487862 -4.02059606  0.04184333 -0.13066902 -0.07222236 -0.24103227]],0.0,2293.289452262671,1.0662527084350586,Error
19,20,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2023.540585954998, 121.9351875230842, 1, 0, 0, 0, 0, 0, 0)","[array([-0.06981   ,  0.12684497])
 array([[-0.0379048 ,  0.17722775]], dtype=float32)
 array([[-0.06273446,  0.12555368]], dtype=float32)
 array([[-0.00701299, -0.00505719]], dtype=float32)]","[[ 1.26725268  1.37325213  0.04184333 -0.13066902 -0.07222236 -0.24103227]
 [ 0.01523723  1.03287283 -0.47306302 -1.01298525 -1.99453669  0.58256979]
 [-0.85947515  1.28335664 -1.12310847 -0.93815749  0.93340314 -1.2863859 ]]",7218.8868691681555,631.1163540948478,1.8249938488006592,End
20,21,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(1946.4765674154019, -618.4600298830927, 1, 0, 0, 0, 0, 0, 0)","[array([-0.01745,  0.     ])
 array([[0.00145373, 0.09489898]], dtype=float32)
 array([[-0.03848217,  0.1953257 ]], dtype=float32)]","[[ 1.15034635 -3.81647834  0.04184333 -0.13066902 -0.07222236 -0.24103227]
 [ 0.1513675   8.79036711 -7.5101011  -0.91860816  5.51551881  1.21006349]]",864.0185861757136,1746.8449251516818,1.8236818313598633,Error
21,22,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2011.2653686138092, 11.262503467349179, 1, 0, 0, 0, 0, 0, 0)","[array([-0.03491   ,  0.15855621])
 array([[-0.04336369,  0.14665426]], dtype=float32)
 array([[-0.0589897 ,  0.12643984]], dtype=float32)
 array([[-0.00293562, -0.00162901]], dtype=float32)]","[[ 1.24863114  0.59750239  0.04184333 -0.13066902 -0.07222236 -0.24103227]
 [ 0.12057588  0.56532819 -0.49128549 -0.82101474 -0.20954412 -0.62661015]
 [-0.84107633  0.6990715  -1.12396301 -2.2201159   0.04381792  1.22909099]]",4988.990111128576,634.2645117191369,1.6693875789642334,End
22,23,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2008.7994366129517, -504.9205858541745, 1, 0, 0, 0, 0, 0, 0)","[array([-0.01745,  0.     ])
 array([[-0.01448738,  0.03065789]], dtype=float32)
 array([[-0.06074332,  0.13361606]], dtype=float32)
 array([[-1.1354275e-03, -5.8108941e-05]], dtype=float32)]","[[ 1.24489031 -3.02063431  0.04184333 -0.13066902 -0.07222236 -0.24103227]
 [-0.30872017 -0.29083535 -2.7082905  -0.88885501  0.73879957  0.00545868]
 [-1.27844279 -0.39667902 -0.12685027 -1.2862469  -2.39575173 -0.30375447]]",2391.287639337036,369.2863895051697,1.3049943447113037,End
23,24,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(1926.9632393568038, -331.66578743007415, 1, 0, 0, 0, 0, 0, 0)","[array([-0.10472,  0.     ])
 array([[-0.01989291,  0.00309554]], dtype=float32)
 array([[-0.05933913,  0.13293646]], dtype=float32)
 array([[-0.00202011,  0.00068096]], dtype=float32)]","[[ 1.12074458 -1.80622114  0.04184333 -0.13066902 -0.07222236 -0.24103227]
 [-0.28709208  0.24647015 -2.36591624 -0.79554584  0.46685776 -0.32269092]
 [-1.27345237  0.13114104 -0.45071337 -0.36385843 -1.74312766 -1.14110356]]",2330.1377563686538,353.07449609742235,1.047994613647461,End
24,25,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2275.9627816039792, -362.1076673732817, 1, 0, 0, 0, 0, 0, 0)","[array([-0.01745   ,  0.12684497])
 array([[-0.01985339,  0.00300912]], dtype=float32)
 array([[-0.05973259,  0.11068028]], dtype=float32)
 array([[-0.00101807, -0.00149029]], dtype=float32)]","[[ 1.65017783 -2.01960062  0.04184333 -0.13066902 -0.07222236 -0.24103227]
 [ 0.24294385  0.05300556 -2.4454237  -0.7967419   0.52903159 -0.32980237]
 [-0.72091424  0.08918902 -0.39064925 -2.06034819 -1.09312413  1.31348069]]",1395.5603297040482,715.5783806755646,1.2307560443878174,End
25,26,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(1928.6290005712253, -297.6592160313445, 1, 0, 0, 0, 0, 0, 0)","[array([-0.10472   ,  0.12684497])
 array([[-0.02233933,  0.00171668]], dtype=float32)
 array([[-0.05664444,  0.13023408]], dtype=float32)
 array([[-0.00244443,  0.00042156]], dtype=float32)]","[[ 1.12327155 -1.56785528  0.04184333 -0.13066902 -0.07222236 -0.24103227]
 [-0.18686418  0.24333194 -2.39954636 -0.87121776  0.80015678 -0.29156538]
 [-1.20793125  0.19102697 -0.95787217 -0.25931295 -1.6154416  -1.49111768]]",2198.0520147453108,394.68850390914525,1.238581895828247,End
26,27,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2275.4654471824833, -395.1011514864455, 1, 0, 0, 0, 0, 0, 0)","[array([-0.08727   ,  0.15855621])
 array([[-0.02009744,  0.00354269]], dtype=float32)
 array([[-0.06888932,  0.00171329]], dtype=float32)
 array([[-0.05184019,  0.1165065 ]], dtype=float32)
 array([[-0.001852  ,  0.00058127]], dtype=float32)]","[[ 1.64942337 -2.25086534  0.04184333 -0.13066902 -0.07222236 -0.24103227]
 [ 0.24848417 -0.32017105 -1.94200042 -0.81739097  0.31756181 -0.23687176]
 [-0.56199418  0.25420449 -0.45596358 -1.44297599  0.55252415 -0.1099319 ]
 [-1.58990858  0.48936694 -1.27990915 -1.03585595  0.42191186 -0.25437407]]",1667.803532419319,140.17717789052656,1.7678382396697998,End
27,28,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2124.2878205656684, -586.7343105781566, 1, 0, 0, 0, 0, 0, 0)","[array([-0.01745,  0.     ])
 array([[0.0014869 , 0.09502789]], dtype=float32)
 array([[-0.03834685,  0.19634835]], dtype=float32)]","[[ 1.42008651 -3.5940999   0.04184333 -0.13066902 -0.07222236 -0.24103227]
 [ 0.43110065  9.03489143 -7.51367466 -0.66819658  5.60406581  0.7903784 ]]",867.2997444661075,1908.930920909073,2.919757843017578,Error
28,29,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2141.2555535343777, 234.4823640456744, 1, 0, 0, 0, 0, 0, 0)","[array([-0.03491   ,  0.19026745])
 array([[-0.03800321,  0.18939257]], dtype=float32)
 array([[-0.056463  ,  0.15249789]], dtype=float32)]","[[ 1.4458266   2.16214096  0.04184333 -0.13066902 -0.07222236 -0.24103227]
 [ 0.19730175  1.73718178 -0.34110012 -1.69343781 -3.1885742   0.37244462]]",6451.02171913657,1329.64973940505,3.295520544052124,Error
29,30,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(1990.6403077373477, -43.7823125804858, 1, 0, 0, 0, 0, 0, 0)","[array([-0.10472,  0.     ])
 array([[-0.0692345 ,  0.00864544]], dtype=float32)
 array([[-0.05381882,  0.14357857]], dtype=float32)
 array([[-0.0059263 , -0.00420578]], dtype=float32)]","[[ 1.21734287  0.21167094  0.04184333 -0.13066902 -0.07222236 -0.24103227]
 [ 0.41860478  1.06840259 -1.17263531 -1.27264678  0.0681611  -0.79822088]
 [-0.62017934  0.95414959 -1.21856651 -0.13829296 -0.47801021 -1.75428387]]",2905.1283646359666,781.8292442857407,1.901209831237793,End
30,31,"(0, 0, 1, 0, 0, 0, -0.05236, 0, 0)","(2287.2519222584106, -261.1350225967302, 1, 0, 0, 0, 0, 0, 0)","[array([-0.03491,  0.     ])
 array([[-0.03215078,  0.0011556 ]], dtype=float32)
 array([[-0.06441385,  0.05423976]], dtype=float32)
 array([[-0.06623273,  0.12460271]], dtype=float32)
 array([[-0.00248175,  0.00062514]], dtype=float32)]","[[ 1.66730349 -1.31184239  0.04184333 -0.13066902 -0.07222236 -0.24103227]
 [ 0.52168763 -0.06449023 -1.43731726 -1.01605517  0.23435622 -0.21870057]
 [-0.35007201  0.39524337 -0.53434827 -1.29252546 -0.06579936 -0.46532856]
 [-1.26625508  0.55251009 -0.98286061 -0.83228736 -0.15403891 -0.81254746]]",2150.088822684556,353.49912076356344,1.9692206382751465,End
